text,language,source,date_collected
Sisi nakunywa shuleni.,swahili,manual_collection,15/03/2026
Watoto naandika msikitini.,swahili,manual_collection,15/03/2026
Mimi nakwenda dukani.,swahili,manual_collection,15/03/2026
Baba nakula kanisani.,swahili,manual_collection,15/03/2026
Watoto nakwenda shuleni.,swahili,manual_collection,15/03/2026
Sisi nakunywa dukani.,swahili,manual_collection,15/03/2026
Wewe naandika shuleni.,swahili,manual_collection,15/03/2026
Watoto nasoma kazini.,swahili,manual_collection,15/03/2026
Baba nasoma dukani.,swahili,manual_collection,15/03/2026
Yeye nangoja dukani.,swahili,manual_collection,15/03/2026
Sisi nangoja kazini.,swahili,manual_collection,15/03/2026
Baba nakunywa kanisani.,swahili,manual_collection,15/03/2026
Baba nacheza shuleni.,swahili,manual_collection,15/03/2026
Sisi narudi kanisani.,swahili,manual_collection,15/03/2026
Wao nangoja sokoni.,swahili,manual_collection,15/03/2026
Baba nakula kanisani.,swahili,manual_collection,15/03/2026
Wao nacheza kazini.,swahili,manual_collection,15/03/2026
Mama nakula kanisani.,swahili,manual_collection,15/03/2026
Yeye nasoma kazini.,swahili,manual_collection,15/03/2026
Wulanga wulile?,lubukusu,manual_collection,15/03/2026
Wulanga mulembe?,lubukusu,manual_collection,15/03/2026
Mulembe,lubukusu,manual_collection,15/03/2026
"Wulanga, wawukha?",lubukusu,manual_collection,15/03/2026
"Ndilile mulembe, kala wewe?",lubukusu,manual_collection,15/03/2026
lisina liange bali Nafula. Newe bali nanu?,lubukusu,manual_collection,15/03/2026
Ewe okhocha waena?,lubukusu,manual_collection,15/03/2026
Karibu muno khukhwitu.,lubukusu,manual_collection,15/03/2026
Nakhupa obulayi okhutsa.,lubukusu,manual_collection,15/03/2026
Ndakhupa kamalayi okhumanya.,lubukusu,manual_collection,15/03/2026
Ndeya khukhola endakho.,lubukusu,manual_collection,15/03/2026
Nasima kamatinyekha.,lubukusu,manual_collection,15/03/2026
Khuletsa khukhwe khumuliango.,lubukusu,manual_collection,15/03/2026
Ndakhupa obulayi.,lubukusu,manual_collection,15/03/2026
Oriena Maayi,lubukusu,manual_collection,15/03/2026
Okhocha Waena,lubukusu,manual_collection,15/03/2026
Wa kharo yiyi?,lubukusu,manual_collection,15/03/2026
Naloma ne omukhana.,lubukusu,manual_collection,15/03/2026
Khuli nende injala.,lubukusu,manual_collection,15/03/2026
Efukho yiyi ino?,lubukusu,manual_collection,15/03/2026
Ndakhupa omulayi muno.,lubukusu,manual_collection,15/03/2026
Kane khutsie kumukunda.,lubukusu,manual_collection,15/03/2026
Wa kharo yiyi ukhumanyia?,lubukusu,manual_collection,15/03/2026
Nalomwa ni omusiani.,lubukusu,manual_collection,15/03/2026
Kamukenye kamalayi.,lubukusu,manual_collection,15/03/2026
Ndakhupa amani.,lubukusu,manual_collection,15/03/2026
"Sili omulayi, kala wewe?",lubukusu,manual_collection,15/03/2026
Khuli nende omukeno.,lubukusu,manual_collection,15/03/2026
Nebene bakhupa?,lubukusu,manual_collection,15/03/2026
Baba wanje ni Omukasa.,lubukusu,manual_collection,15/03/2026
Mama wanje ni Omukhasi omulayi.,lubukusu,manual_collection,15/03/2026
Ndi nende abana bataru.,lubukusu,manual_collection,15/03/2026
Omwana wanje omusiani asoma e shule.,lubukusu,manual_collection,15/03/2026
Omukhana wanje ni mutiti.,lubukusu,manual_collection,15/03/2026
Baba bakhulu babele bayanza okhulola.,lubukusu,manual_collection,15/03/2026
Oluyia lwefwe ni olunji.,lubukusu,manual_collection,15/03/2026
Ndi nende bakhaye basatsa.,lubukusu,manual_collection,15/03/2026
Mukhana wanje ni omulayi muno.,lubukusu,manual_collection,15/03/2026
Omusiani wanje ni omulayi.,lubukusu,manual_collection,15/03/2026
Efukho yiyi?,lubukusu,manual_collection,15/03/2026
Wa kharo yena?,lubukusu,manual_collection,15/03/2026
Ukhenda hayi?,lubukusu,manual_collection,15/03/2026
Ukhola shina?,lubukusu,manual_collection,15/03/2026
Ukhupa shina?,lubukusu,manual_collection,15/03/2026
Shina shikhupa?,lubukusu,manual_collection,15/03/2026
Witsa lina?,lubukusu,manual_collection,15/03/2026
Ukhalanga shina?,lubukusu,manual_collection,15/03/2026
Ukhakhola shina kesho?,lubukusu,manual_collection,15/03/2026
Nebena bekha?,lubukusu,manual_collection,15/03/2026
Ndema okhulia.,lubukusu,manual_collection,15/03/2026
Khuli nende injala muno.,lubukusu,manual_collection,15/03/2026
Okhulia khulayi khuli khu mesao.,lubukusu,manual_collection,15/03/2026
Nasima kamatinyekha kano.,lubukusu,manual_collection,15/03/2026
Nyanga ino ni ndayi.,lubukusu,manual_collection,15/03/2026
Nania obusuma ne inyama.,lubukusu,manual_collection,15/03/2026
Nanywa kamachina.,lubukusu,manual_collection,15/03/2026
Tukhalia shina leo?,lubukusu,manual_collection,15/03/2026
Okhulia khuno khulayi.,lubukusu,manual_collection,15/03/2026
Nende amakanda?,lubukusu,manual_collection,15/03/2026
Ndeya khukwa kumukunda.,lubukusu,manual_collection,15/03/2026
Nasima kamatinyekha kamukunda.,lubukusu,manual_collection,15/03/2026
Kamukenye kano ni kanga?,lubukusu,manual_collection,15/03/2026
"Nakhupa omulayi, shina sino?",lubukusu,manual_collection,15/03/2026
Ndeya okhukhola likhuwa.,lubukusu,manual_collection,15/03/2026
Kane khutsie khusikulu.,lubukusu,manual_collection,15/03/2026
Nakhupa kamakhulu.,lubukusu,manual_collection,15/03/2026
Sindu sino ni shinga?,lubukusu,manual_collection,15/03/2026
Ndeya okhukhola kamalayi.,lubukusu,manual_collection,15/03/2026
Kamukenye kanofu kali.,lubukusu,manual_collection,15/03/2026
Ndeya khukhola emilimo.,lubukusu,manual_collection,15/03/2026
Nakhalengele okhukhalaka.,lubukusu,manual_collection,15/03/2026
Khuli nende luyia.,lubukusu,manual_collection,15/03/2026
Ndema okhumanya ebindu.,lubukusu,manual_collection,15/03/2026
Nakhola emilimo chianje.,lubukusu,manual_collection,15/03/2026
Emilimo chianje chindayi.,lubukusu,manual_collection,15/03/2026
Naloma ne abebulu.,lubukusu,manual_collection,15/03/2026
Khuli nende khusinza.,lubukusu,manual_collection,15/03/2026
Ndeya khukhonya.,lubukusu,manual_collection,15/03/2026
Nakhalengele okhukhola.,lubukusu,manual_collection,15/03/2026
Ndema amani.,lubukusu,manual_collection,15/03/2026
Nali muweli.,lubukusu,manual_collection,15/03/2026
Ndeya khulwala.,lubukusu,manual_collection,15/03/2026
Nakhupa kamakhulu muweli.,lubukusu,manual_collection,15/03/2026
Ndeya khulola omukulu.,lubukusu,manual_collection,15/03/2026
Ndema okhumia.,lubukusu,manual_collection,15/03/2026
Ndakhupa amani muno.,lubukusu,manual_collection,15/03/2026
Nali muweli olwosi.,lubukusu,manual_collection,15/03/2026
Nakhalengele okhulwala.,lubukusu,manual_collection,15/03/2026
Khuli nende bulwale.,lubukusu,manual_collection,15/03/2026
Ndeya khutsia Bulukhayo.,lubukusu,manual_collection,15/03/2026
Kane khutsie kumukunda.,lubukusu,manual_collection,15/03/2026
Ndeya khukwa Nairobi.,lubukusu,manual_collection,15/03/2026
Nsafire mumwendo.,lubukusu,manual_collection,15/03/2026
Khuli nende luyia lwokhutsia.,lubukusu,manual_collection,15/03/2026
Mumwendo kunofu.,lubukusu,manual_collection,15/03/2026
Ndeya khukalusia.,lubukusu,manual_collection,15/03/2026
Khuli nende ebili.,lubukusu,manual_collection,15/03/2026
Nsafire nabayi.,lubukusu,manual_collection,15/03/2026
Ndeya okhukalusia khusikulu.,lubukusu,manual_collection,15/03/2026
Ndema omukeno.,lubukusu,manual_collection,15/03/2026
Khuli nende obulayi.,lubukusu,manual_collection,15/03/2026
Nali nende esiro.,lubukusu,manual_collection,15/03/2026
Ndakhupa amani mwoyo.,lubukusu,manual_collection,15/03/2026
Nali musangafu.,lubukusu,manual_collection,15/03/2026
Khuli nende esinza.,lubukusu,manual_collection,15/03/2026
Nali omulayi mwoyo.,lubukusu,manual_collection,15/03/2026
Ndakhupa obulayi mwoyo.,lubukusu,manual_collection,15/03/2026
Nali nende obukeni.,lubukusu,manual_collection,15/03/2026
Khuli nende omukeno muno.,lubukusu,manual_collection,15/03/2026
Efukho yiyi ni yamalayi.,lubukusu,manual_collection,15/03/2026
Kumukunda kuyia.,lubukusu,manual_collection,15/03/2026
Oluyia lwefwe ni lulayi.,lubukusu,manual_collection,15/03/2026
Khusikulu khulayi.,lubukusu,manual_collection,15/03/2026
Mwikulu ni mulayi.,lubukusu,manual_collection,15/03/2026
Efukho yiyi ni yomulembe.,lubukusu,manual_collection,15/03/2026
Khusikulu khuyia.,lubukusu,manual_collection,15/03/2026
Mwikulu ni mulembe.,lubukusu,manual_collection,15/03/2026
Efukho yino ni ndayi.,lubukusu,manual_collection,15/03/2026
Khusikulu khunofu.,lubukusu,manual_collection,15/03/2026
Ndakhupa obulayi.,lubukusu,manual_collection,15/03/2026
Wanyala muno.,lubukusu,manual_collection,15/03/2026
Kane khukhonyane.,lubukusu,manual_collection,15/03/2026
Sili omulayi.,lubukusu,manual_collection,15/03/2026
Ndakhupa kamalayi.,lubukusu,manual_collection,15/03/2026
Wanyala sana.,lubukusu,manual_collection,15/03/2026
Kane khulile.,lubukusu,manual_collection,15/03/2026
Ndakhupa.,lubukusu,manual_collection,15/03/2026
Mulembe.,lubukusu,manual_collection,15/03/2026
Kane khutsie.,lubukusu,manual_collection,15/03/2026
Wulanga naloma khusikulu.,lubukusu,manual_collection,15/03/2026
Wanyala ndekhula khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndeukha kumukunda.,lubukusu,manual_collection,15/03/2026
Khabili nasima kumukunda.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola kumukunda.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Wanyala naloma khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe naloma kumukunda.,lubukusu,manual_collection,15/03/2026
Wanyala naloma khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wanyala nasima mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda khusikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndekhula khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga naloma khukhwitu.,lubukusu,manual_collection,15/03/2026
Khabili naloma khumuliango.,lubukusu,manual_collection,15/03/2026
Mulembe ndakhola Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wanyala ndekhula khusikulu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga ndeukha kumukunda.,lubukusu,manual_collection,15/03/2026
Wulanga ndeukha khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga ndeukha Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wanyala naloma khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga nasima khusikulu.,lubukusu,manual_collection,15/03/2026
Wulanga naloma Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wanyala nasima Bulukhayo.,lubukusu,manual_collection,15/03/2026
Mulembe ndekhula khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga ndekhula Bulukhayo.,lubukusu,manual_collection,15/03/2026
Khabili naloma khusikulu.,lubukusu,manual_collection,15/03/2026
Khabili naloma mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda kumukunda.,lubukusu,manual_collection,15/03/2026
Mulembe ndakhola khusikulu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakenda khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndekhula khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha Bulukhayo.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala ndakhola kumukunda.,lubukusu,manual_collection,15/03/2026
Wanyala ndekhula khumuliango.,lubukusu,manual_collection,15/03/2026
Mulembe nasima khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakenda khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe naloma mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndekhula khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga naloma khusikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndekhula Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wanyala ndakhola khumuliango.,lubukusu,manual_collection,15/03/2026
Mulembe naloma khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala ndeukha khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe naloma khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndekhula Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Wanyala ndeukha khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga ndekhula khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola khukhwitu.,lubukusu,manual_collection,15/03/2026
Wanyala ndakhola Bulukhayo.,lubukusu,manual_collection,15/03/2026
Khabili naloma kumukunda.,lubukusu,manual_collection,15/03/2026
Wulanga ndekhula kumukunda.,lubukusu,manual_collection,15/03/2026
Mulembe nasima khumuliango.,lubukusu,manual_collection,15/03/2026
Mulembe nasima kumukunda.,lubukusu,manual_collection,15/03/2026
Wulanga ndeukha khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga nasima Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola kumukunda.,lubukusu,manual_collection,15/03/2026
Khabili ndekhula mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe nasima khusikulu.,lubukusu,manual_collection,15/03/2026
Wanyala nasima khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda khukhwitu.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha khusikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda khukhwitu.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola kumukunda.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakenda khusikulu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wulanga nasima Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wanyala naloma mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wanyala ndakenda khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga ndakenda kumukunda.,lubukusu,manual_collection,15/03/2026
Mulembe nasima khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga naloma khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe naloma khukhwitu.,lubukusu,manual_collection,15/03/2026
Wanyala ndeukha mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakhola khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala ndeukha khusikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Wanyala ndeukha khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakhola Bulukhayo.,lubukusu,manual_collection,15/03/2026
Mulembe ndeukha Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wulanga ndeukha Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wulanga ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha khukhwitu.,lubukusu,manual_collection,15/03/2026
Khabili naloma mwikulu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Wulanga naloma mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda khusikulu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili nasima mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe nasima khukhwitu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda khusikulu.,lubukusu,manual_collection,15/03/2026
Wanyala ndakenda kumukunda.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala nasima khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala ndekhula mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili naloma khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda kumukunda.,lubukusu,manual_collection,15/03/2026
Mulembe ndekhula Bulukhayo.,lubukusu,manual_collection,15/03/2026
Wulanga naloma Bulukhayo.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola khukhwitu.,lubukusu,manual_collection,15/03/2026
Wanyala ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili naloma khusikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Wanyala naloma mwikulu.,lubukusu,manual_collection,15/03/2026
Wanyala ndakenda khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala ndeukha khukhwitu.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndekhula khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga naloma khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndakhola mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha Bulukhayo.,lubukusu,manual_collection,15/03/2026
Mulembe ndeukha khukhwitu.,lubukusu,manual_collection,15/03/2026
Mulembe ndekhula kumukunda.,lubukusu,manual_collection,15/03/2026
Wulanga ndeukha khukhwitu.,lubukusu,manual_collection,15/03/2026
Wanyala ndekhula khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala ndeukha khusikulu.,lubukusu,manual_collection,15/03/2026
Wanyala ndakhola khumuliango.,lubukusu,manual_collection,15/03/2026
Khabili nasima kumukunda.,lubukusu,manual_collection,15/03/2026
Khabili ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha kumukunda.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda khusikulu.,lubukusu,manual_collection,15/03/2026
Mulembe ndeukha kumukunda.,lubukusu,manual_collection,15/03/2026
Wanyala nasima Bulukhayo.,lubukusu,manual_collection,15/03/2026
Khabili naloma khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga ndakenda mwikulu.,lubukusu,manual_collection,15/03/2026
Mulembe naloma mwikulu.,lubukusu,manual_collection,15/03/2026
Wanyala ndakenda khumuliango.,lubukusu,manual_collection,15/03/2026
Mulembe ndakenda khukhwitu.,lubukusu,manual_collection,15/03/2026
Khabili ndeukha khukhwitu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola khumuliango.,lubukusu,manual_collection,15/03/2026
Wulanga ndekhula mwikulu.,lubukusu,manual_collection,15/03/2026
Wulanga ndakhola khukhwitu.,lubukusu,manual_collection,15/03/2026
Khabili nasima khumuliango.,lubukusu,manual_collection,15/03/2026
Wanyala naloma khumuliango.,lubukusu,manual_collection,15/03/2026
"Niko poa tu, mbona?",sheng,manual_collection,15/03/2026
Vipi msee? Uko aje?,sheng,manual_collection,15/03/2026
"Poa poa, unasemaje?",sheng,manual_collection,15/03/2026
"Niaje, umeshindaje?",sheng,manual_collection,15/03/2026
"Freshi kabisa, wewe?",sheng,manual_collection,15/03/2026
"Sema nduthi, iko aje?",sheng,manual_collection,15/03/2026
"Mboka, habari gani?",sheng,manual_collection,15/03/2026
Manze leo ni heavy.,sheng,manual_collection,15/03/2026
Niko na vibe noma leo.,sheng,manual_collection,15/03/2026
Mambo poa tu mtaani.,sheng,manual_collection,15/03/2026
Wacha tuende base kesho.,sheng,manual_collection,15/03/2026
Nimekula job yangu.,sheng,manual_collection,15/03/2026
Tumesota mtaa hata mbaya.,sheng,manual_collection,15/03/2026
Nimechill tu nyumbani.,sheng,manual_collection,15/03/2026
Twende tupige story kidogo.,sheng,manual_collection,15/03/2026
Tuko na mashibe ya kufanya.,sheng,manual_collection,15/03/2026
Niko na pressure ya kazi.,sheng,manual_collection,15/03/2026
Umechill aje weekend?,sheng,manual_collection,15/03/2026
Nimebonga na dem yangu.,sheng,manual_collection,15/03/2026
Tumesota na maBRRR.,sheng,manual_collection,15/03/2026
Msee huyo ni fresh sana.,sheng,manual_collection,15/03/2026
Manzi yule ni kali.,sheng,manual_collection,15/03/2026
Dem wangu ni poa.,sheng,manual_collection,15/03/2026
MaBRRR zangu ni wengi.,sheng,manual_collection,15/03/2026
Huyo ni bro yangu.,sheng,manual_collection,15/03/2026
Manze ni mdosi wangu.,sheng,manual_collection,15/03/2026
Yule manzi ni moto.,sheng,manual_collection,15/03/2026
Hawa madame ni poa.,sheng,manual_collection,15/03/2026
Wasee wetu ni wengi.,sheng,manual_collection,15/03/2026
Hio ni nduthi yangu.,sheng,manual_collection,15/03/2026
Uko na mbao?,sheng,manual_collection,15/03/2026
Nimebroke hii mwezi.,sheng,manual_collection,15/03/2026
Tafuta doh kidogo.,sheng,manual_collection,15/03/2026
Niko na cash ndogo.,sheng,manual_collection,15/03/2026
Hio bei ni heavy.,sheng,manual_collection,15/03/2026
Twende tushike fare.,sheng,manual_collection,15/03/2026
Nimepata job ya jaba.,sheng,manual_collection,15/03/2026
Doh iko wapi?,sheng,manual_collection,15/03/2026
Nipe mbao kidogo.,sheng,manual_collection,15/03/2026
Tumechania doh leo.,sheng,manual_collection,15/03/2026
Twende tukule ngwaci.,sheng,manual_collection,15/03/2026
Niko na njaa sana.,sheng,manual_collection,15/03/2026
Twende tukule chapo.,sheng,manual_collection,15/03/2026
Hio food ni poa.,sheng,manual_collection,15/03/2026
Nimekula kitu moto.,sheng,manual_collection,15/03/2026
Twende tupige lunch.,sheng,manual_collection,15/03/2026
Umeshakula?,sheng,manual_collection,15/03/2026
Nataka kitu kidogo.,sheng,manual_collection,15/03/2026
Hio chakula ni heavy.,sheng,manual_collection,15/03/2026
Twende tukule fish.,sheng,manual_collection,15/03/2026
Twende tushike mtaa.,sheng,manual_collection,15/03/2026
Niko town tu.,sheng,manual_collection,15/03/2026
Uko wapi sasa?,sheng,manual_collection,15/03/2026
Niko base yangu.,sheng,manual_collection,15/03/2026
Twende club kesho.,sheng,manual_collection,15/03/2026
Hio mboka ni poa.,sheng,manual_collection,15/03/2026
Niko Eastlands.,sheng,manual_collection,15/03/2026
Twende CBD kidogo.,sheng,manual_collection,15/03/2026
Hio place ni moto.,sheng,manual_collection,15/03/2026
Niko Westlands poa.,sheng,manual_collection,15/03/2026
Niko live @ Kilimani 😎,sheng,manual_collection,15/03/2026
Tuone wa BRRR mtaani 💯,sheng,manual_collection,15/03/2026
Freshi kabisa msee! 🙌,sheng,manual_collection,15/03/2026
Heavy night ku town 🌃,sheng,manual_collection,15/03/2026
"Poa poa, unasemaje? 👊",sheng,manual_collection,15/03/2026
Wueh! Hio ni moto sana 🥵,sheng,manual_collection,15/03/2026
Nimechill na maBRRR 💪,sheng,manual_collection,15/03/2026
Bonga kidogo msee 🤙,sheng,manual_collection,15/03/2026
Hii siku ni poa sana ✨,sheng,manual_collection,15/03/2026
Twende tufeel vibe mitaani 🎉,sheng,manual_collection,15/03/2026
Hio ni mbaya sana.,sheng,manual_collection,15/03/2026
Manze unajua.,sheng,manual_collection,15/03/2026
Hio ni story ya jaba.,sheng,manual_collection,15/03/2026
Unaniexpose vibaya.,sheng,manual_collection,15/03/2026
Hio gari ni moto sana.,sheng,manual_collection,15/03/2026
Unadoh kitu yoyote?,sheng,manual_collection,15/03/2026
Hio ni poa kabisa.,sheng,manual_collection,15/03/2026
Nimekua na ndoto mbaya.,sheng,manual_collection,15/03/2026
"Naskia poa, asko.",sheng,manual_collection,15/03/2026
Hio ndio mboka yetu.,sheng,manual_collection,15/03/2026
Umesota wapi?,sheng,manual_collection,15/03/2026
Unataka tuende wapi?,sheng,manual_collection,15/03/2026
Hio ni ya nini?,sheng,manual_collection,15/03/2026
Unajua naskia aje?,sheng,manual_collection,15/03/2026
Uko na plan gani?,sheng,manual_collection,15/03/2026
Hio ni lini?,sheng,manual_collection,15/03/2026
Unakuja ama?,sheng,manual_collection,15/03/2026
Umeona hio?,sheng,manual_collection,15/03/2026
Hio ni ya kweli?,sheng,manual_collection,15/03/2026
Unaelewa aje?,sheng,manual_collection,15/03/2026
Nimekula job leo.,sheng,manual_collection,15/03/2026
Tuko na mashibe.,sheng,manual_collection,15/03/2026
Boss ako na pressure.,sheng,manual_collection,15/03/2026
Nimechoka na kazi.,sheng,manual_collection,15/03/2026
Hio job ni heavy.,sheng,manual_collection,15/03/2026
Nasoma hard msee.,sheng,manual_collection,15/03/2026
Niko na exam kesho.,sheng,manual_collection,15/03/2026
Hio school ni poa.,sheng,manual_collection,15/03/2026
Prof ako kali.,sheng,manual_collection,15/03/2026
Nimegraduate last year.,sheng,manual_collection,15/03/2026
Twende club ionane.,sheng,manual_collection,15/03/2026
Hio party ilikuwa moto.,sheng,manual_collection,15/03/2026
Tumesota hadi asubuhi.,sheng,manual_collection,15/03/2026
Niko na hangover leo.,sheng,manual_collection,15/03/2026
Hio mboka ilikuwa poa.,sheng,manual_collection,15/03/2026
Twende tufeel vibe.,sheng,manual_collection,15/03/2026
Music ikiwa moto.,sheng,manual_collection,15/03/2026
Tumechill na maBRRR.,sheng,manual_collection,15/03/2026
Hio night ilikuwa heavy.,sheng,manual_collection,15/03/2026
Twende kesho tena.,sheng,manual_collection,15/03/2026
Sawa poa.,sheng,manual_collection,15/03/2026
Hio ni sawa.,sheng,manual_collection,15/03/2026
Nimeelewa.,sheng,manual_collection,15/03/2026
Tuko pamoja.,sheng,manual_collection,15/03/2026
Hio ndio hio.,sheng,manual_collection,15/03/2026
Asko poa.,sheng,manual_collection,15/03/2026
Niko sure.,sheng,manual_collection,15/03/2026
Hio ni hio.,sheng,manual_collection,15/03/2026
Tumelewana.,sheng,manual_collection,15/03/2026
"Poa, sawa.",sheng,manual_collection,15/03/2026
Uko kali tu.,sheng,manual_collection,15/03/2026
Uko heavy sana.,sheng,manual_collection,15/03/2026
Wako chill sana.,sheng,manual_collection,15/03/2026
Uko heavy kidogo.,sheng,manual_collection,15/03/2026
Niko sota kidogo.,sheng,manual_collection,15/03/2026
Yuko fresh sana.,sheng,manual_collection,15/03/2026
Yuko fresh saa hii.,sheng,manual_collection,15/03/2026
Msee chill hivi.,sheng,manual_collection,15/03/2026
Msee kali kabisa.,sheng,manual_collection,15/03/2026
Manze poa kabisa.,sheng,manual_collection,15/03/2026
Tuko fresh mtaani.,sheng,manual_collection,15/03/2026
Mko poa hivi.,sheng,manual_collection,15/03/2026
Manze poa kidogo.,sheng,manual_collection,15/03/2026
Tuko moto saa hii.,sheng,manual_collection,15/03/2026
Mko broke saa hii.,sheng,manual_collection,15/03/2026
